dt,Com_LME_Ni_Cash_log_ret,Com_LME_Index_log_ret,Com_LME_Index_diff,Com_LME_Pb_Cash_diff,Com_Iron_Ore_log_ret,Com_LME_Ni_Inv_log_ret,EX_USD_BRL_log_ret,Com_Gold_diff,Com_LME_Sn_Cash_log_ret,Com_LME_Sn_Cash_diff,Com_Steel_log_ret,Com_Uranium_log_ret,Com_LME_Pb_Cash_log_ret,Com_LME_Al_Cash_diff,Com_Silver_log_ret,Com_Gold_log_ret,Com_LME_Ni_Inv_diff,Idx_DxyUSD_log_ret,Idx_CSI300_log_ret,Com_Iron_Ore_diff,Spread_US_10Y_3M,Com_LME_Al_Cash_log_ret,Com_LME_Zn_Cash_diff,Bonds_KOR_10Y_log_ret,Idx_Shanghai_log_ret,Com_LME_Sn_Inv_log_ret,Spread_US_10Y_2Y,Com_LME_Pb_Inv_diff,Com_LME_Al_Inv_diff,Bonds_IND_1Y_log_ret,Com_LME_Pb_Inv_log_ret,Bonds_AUS_1Y_log_ret,Bonds_US_2Y_diff,Com_LME_Cu_Inv_log_ret,Com_LME_Cu_Cash_diff,EX_AUD_USD_diff,Bonds_KOR_1Y_log_ret,Idx_DxyUSD_diff,Bonds_US_3M_log_ret,EX_INR_USD_log_ret,Com_LME_Zn_Cash_log_ret
2013-04-08,-0.0053123037680905,0.0071950112855698,23.219999999999345,7.324999999999818,0.0124400319588203,0.0094508238713538,-0.0171545926683669,-22.036000000000055,0.0031626375816032,72.25,0.0168708047607432,-0.0188842709946246,0.003567887956501,13.200000000000044,-0.0005870267265727,-0.0141075896967859,1578.6000000000058,-0.0035742852093803,-0.0041502728704744,1.7120000000000175,1.6935904566852815,0.0071232290833656,25.325000000000045,0.0220414314213702,-0.0050272889719021,0.0065626374875894,1.5281190288350643,-1037.5,-13850.0,-0.0015614404555128,-0.0039801524718216,-0.0109899568697027,-0.0042857152706091,0.0209477087585704,113.875,0.0068399999999999,0.0071656288870385,-0.2950999999999908,-0.0824121098076805,-0.0017796047370471,0.0136669625923807
2013-04-15,-0.0394549793156026,-0.0386006871841837,-122.63999999999942,-48.79999999999973,-0.0013730012346019,0.0089053361726996,0.0127212326466401,-172.67599999999993,-0.0902706727396957,-1975.0,-0.0464177792130785,-0.0256643683759059,-0.0240133567807076,-6.5,-0.1640225982135624,-0.1180312927798167,1501.1999999999823,0.0001225437412923,-0.0027053215643774,-0.1899999999999977,1.6412476103073077,-0.0035013098334901,-23.90000000000009,0.0188093306036844,-0.0069673033259994,0.0087523387008461,1.469004753152526,-590.0,-9085.0,-0.0118449555564478,-0.0022704979833448,-0.0254784262247913,-0.0028857139859899,0.03990007378235,-433.1999999999998,-0.0182799999999998,0.0408061167193337,0.0100999999999942,-0.1575710908597129,-0.0061520519686169,-0.0128929634906867
2013-04-22,-0.0165973491111589,-0.0094339409817215,-29.26000000000022,7.099999999999909,-0.0019543555763459,0.033780593383465,0.0040058247559839,61.20600000000013,-0.0067191652292531,-140.0,-0.0223450750215648,0.0009898540773579,0.0035297956060771,15.5,0.0175736381523116,0.0434482797108614,5817.600000000006,0.0045078928013187,0.0030180353938435,-0.2700000000000386,1.6417523762552546,0.0083291273857163,17.40000000000009,-0.0209212953900969,0.0008546666877709,-0.021360035392244,1.4707952304170262,-820.0,-24540.0,-0.0097847440828674,-0.0031641932632118,-0.0283276105759295,-0.00395714075225,0.0113145262508417,-126.5,-0.0038600000000001,0.0022062864444534,0.3723999999999989,-0.0483610868902418,0.0021962414357287,0.0094029333703254
2013-04-29,-0.0098659962661862,-0.0097658297725877,-30.0,-23.200000000000045,-0.0478450820561897,0.014116889028485,-0.0028183480042464,29.579999999999927,-0.0249153572266083,-511.0,-0.0076186447235718,0.001729890459814,-0.0115804428832442,-46.200000000000045,0.0211047476715154,0.020340047889414,2490.0,-0.0104045567320404,-0.0027898842851407,-6.447999999999979,1.6148238035139573,-0.0250338170453963,-26.200000000000045,-0.0278688708196312,-0.0066627170873844,-0.0205375110240909,1.4563380920432858,-4275.0,-5630.0,-0.003398210189257,-0.0166603945145043,-0.0330710852589209,-0.0140428627388815,-0.0044958458845568,61.69999999999982,0.0035800000000001,-0.0384611079806996,-0.8569999999999993,-0.0295799962626859,-0.0077173300319251,-0.014192318817887
2013-05-06,0.0157293817914386,0.0316309273266725,98.23999999999978,24.325000000000045,-0.0134671864728436,0.003863442725884,0.0026990032070407,-9.420000000000073,0.0139116691292498,283.75,0.0021992022290382,0.0,0.0121385997398074,37.625,-0.0080194231466568,-0.0064326732805405,687.6000000000058,0.0065685675899794,0.0248552585082394,-1.759999999999991,1.769314268992629,0.020434504867401,15.375,0.02363158026812,0.0220217966565859,0.0003755734245471,1.5860285513571315,-6515.0,-11670.0,-0.0162470048639051,-0.0259361890401087,-0.0102169935444256,0.0157000067404358,-0.0175993649412989,313.0,-0.01682,0.0193573172353106,0.539999999999992,-0.1909834023041075,0.0083623664988491,0.0083529058539465
2013-05-13,-0.0203313841108373,-0.0088626872578454,-27.840000000000146,-41.02500000000009,-0.0121995266059788,0.0010694145134555,0.0055345204849825,-61.26999999999998,0.0088343329910419,182.25,-0.0094677325577479,0.0061538655743782,-0.0205583222725346,-40.825000000000045,-0.041265913105188,-0.0428809364690403,190.79999999998836,0.0147834911740947,0.0006659318282496,-1.5740000000000125,1.89348572288922,-0.0221918780474564,-41.674999999999955,0.0196222535222003,0.0022810621677497,0.0124214162269143,1.692328580924443,-4335.0,65725.0,-0.0199010080097553,-0.017638002640467,-0.017377955352477,0.0158714239086413,0.0266594404125333,-103.69999999999982,-0.0289,-0.0137789651027374,1.2284000000000077,-0.0473541385896003,0.0097171803965474,-0.02280489791377
2013-05-20,-0.0031468674490884,0.0082730103900134,25.980000000000473,60.30000000000018,-0.0094332930751281,0.0046945609292676,0.011144286286814,-15.64799999999991,0.0219096613983149,459.0,0.0103922674670098,-0.0068948807990975,0.0300733297930191,5.5,-0.0174576819511843,-0.011252815417637,840.0,0.0021718541128028,0.0269904521239727,-1.2039999999999935,1.9467142651370584,0.0030185802674203,18.200000000000045,0.017086599613076,0.0223277687613583,-0.0148741311066595,1.74419998201302,-7485.0,5975.0,-0.0016465117526967,-0.0312066094722073,0.0128785144750263,0.0040714269535886,0.0056481460776524,119.80000000000018,-0.0113199999999999,0.0104167820399535,0.1820000000000021,0.0637371968170829,0.0129431699038915,0.0100232142148879
2013-05-27,-0.0127044216523782,-0.0023176894449214,-7.300000000000182,104.09999999999992,-0.0122129491015793,0.0029046020499564,0.0258004076361807,10.470000000000027,-0.0101433381464327,-213.75,-0.0283524145908674,0.0004940711562953,0.0498797970990403,15.575000000000044,-0.0016022791393046,0.0075432036526614,521.7000000000116,-0.0040348113480229,0.0080065661646484,-1.5420000000000016,2.082085711444277,0.0084989632153943,27.34999999999991,0.0257042918009073,0.007386894769486,-0.0037353681820903,1.8333571452753883,-11736.25,-14906.25,-0.0044101833328092,-0.0509801796117136,0.0025334194018178,0.0438428539037685,-0.0189593492097615,-96.85000000000036,-0.0118599999999999,0.0194978014567946,-0.3378000000000014,-0.0554584445964538,0.0118081826083728,0.0148759253019969
2013-06-03,0.0238412110928012,0.0171812753815412,54.51999999999998,74.30000000000018,-0.0906386635311455,0.002872907149294,0.0139340775136867,8.75,0.0016560536104635,34.75,-0.0439711348293615,-0.0121755759301333,0.0341383390946521,77.82500000000005,-0.0030335497924277,0.0062606590630006,517.5,-0.0157737761234573,-0.0298787338291116,-10.873999999999995,2.085171427784644,0.0414178911082781,56.25,0.0413537756036969,-0.0228563468025107,0.0224168789145422,1.8366142840044828,-13608.75,-10518.75,0.0120449390499286,-0.0625636645706183,-0.0275911004648836,0.0065000061988828,-0.0007626381121793,100.25,-0.00134,0.0019036637653784,-1.3075999999999937,0.1487871541131346,0.0107727326764787,0.0299164768885181
2013-06-10,-0.046144287657525,-0.0387274211891599,-121.57999999999991,-98.40000000000008,-0.0156165244572755,0.0158393016101982,0.0063626142915047,-16.2320000000002,-0.0251700847831158,-522.0,-0.0003726013829358,0.0,-0.0454665760575711,-77.40000000000009,-0.0243307801059281,-0.0116453234421364,2880.0,-0.0150658061355647,-0.0564304836964435,-1.7759999999999962,2.13247142803158,-0.0411869865726946,-78.70000000000005,0.0246796516815976,-0.0470932689388859,0.0177168615408114,1.8769142813682549,-9275.0,12430.0,0.0218234963648133,-0.0449996486932536,0.0032891874382723,0.0052000031811871,-0.0031627880125044,-267.60000000000036,-0.0094199999999999,-0.0072533479306214,-1.2297999999999971,-0.0380136203096501,0.0203238480691347,-0.0421109219398496
